HSCode,Description
8502311000,"Electric generating sets, wind power (except those equipped with spark-ignition or compression-ignition internal combustion piston engines); with an output of 75 kilovolt-amperes or less"
8502312000,"Electric generating sets, wind power (except those equipped with spark-ignition or compression-ignition internal combustion piston engines); with an output of more than 75 kilovolt-amperes but less than 750 kilovolt-amperes"
8502314000,"Electric generating sets, wind power (except those equipped with spark-ignition or compression-ignition internal combustion piston engines); having an output in excess of 750 kilovolt-amperes"
8502391000,"An electric generating set, other than a wind generating set, equipped with a spark-ignition or compression-ignition internal combustion piston engine; with an output of 75 kilovolt-amperes or less"
8502392000,"An electric generating set, other than a wind generating set, equipped with a spark ignition or compression ignition internal combustion piston engine; with an output of more than 75 kilovolt-amperes but less than or equal to 375 kilovolt-amperes"
8502393000,"An electric generating set, other than a wind generating set, equipped with a spark ignition or compression ignition internal combustion piston engine; with an output of more than 375 kilovolt-amperes but less than 750 kilovolt-amperes"
8502394000,"An electric generating set, other than a wind generating set, equipped with a spark-ignition or compression-ignition internal combustion piston engine; having an output in excess of 750 kilovolt-amperes"
8502400000,Electric rotary converter; rotary converter
8503001000,Electric motors and generators; parts suitable for use only or principally with machines of heading 8501. 8501 or 8502; of electric motors
8503002010,Electric motors and generators; parts suitable for use only or principally with machines of heading 8501. 8501 or 8502; generators and generating sets; for wind turbines
8503002090,Electric motors and generators; parts suitable for use only or principally with machines of heading 8501. 8501 or 8502; generators and generating sets; other
8503003000,Electric motors and generators; parts suitable for use only or mainly in machines of heading 8501. 8501 or 8502; of rotary converters
8504101010,Discharge lamps or tubes; ballasts; anything with a current of 20 amps or less; anything with a current of 1 amp or less
8504101020,Discharge lamps or tubes; ballasts; anything with a current of 20 amps or less; anything with a current greater than 1 amp but less than or equal to 20 amps
8504102000,Discharge lamps or tubes; ballasts; anything with a current greater than 20 amps but less than 60 amps
8504103000,Discharge lamps or tubes; ballasts; anything with a current in excess of 60 amps
8504211000,Electrical transformers; liquid dielectric with power handling capacity not exceeding 650 kVA; instrument transformers
8504219010,Electrical transformers; liquid dielectric with a power handling capacity not exceeding 650 kVA; other; with a capacity of 100 kilovolt-amperes or less
8504219020,Electrical transformers; liquid dielectric with a power handling capacity not exceeding 650 kVA; other; with a capacity greater than 100 kilovolt-amperes but less than or equal to 650 kilovolt-amperes
8504221000,"Electrical transformers; liquid dielectric with power handling capacity greater than 650 kVA but not exceeding 10,000 kVA; instrument transformers"
8504229010,"Electrical transformers; liquid dielectric with a power handling capacity in excess of 650 kilovolts per ampere (kVA) but not exceeding 10,000 kVA; other; with a capacity in excess of 650 kilovolts per ampere (kVA) but not exceeding 1,000 kVA"
8504229020,"Electrical transformers; liquid dielectric with a power handling capacity in excess of 650 kVA but not exceeding 10,000 kVA; other; with a capacity in excess of 1,000 kilovolt-amperes but not exceeding 5,000 kilovolt-amperes"
8504229030,"Electrical transformers; liquid dielectric with power handling capacity greater than 650 kVA but not exceeding 10,000 kVA; other; with capacity greater than 5,000 kilovolt-amperes and less than or equal to 10,000 kilovolt-amperes"
8504230000,"Electrical transformers; liquid dielectrics with power handling capacities in excess of 10,000 kVA; capacities in excess of 10,000 kilovolt-amperes"
8504311000,"Electrical transformers; n.e.c., of heading 8504.2, having a power handling capacity not exceeding 1 kVA; instrument transformers"
8504312000,"Electric transformers; n.e.c. of heading 8504.2, having a power handling capacity not exceeding 1 kVA; voltage regulators"
